dataset_name,tier,wql_geometric_mean,mase_geometric_mean,num_processed_series,processing_time_seconds,target_column,workers_used,processed_series_ids,too_short_count,invalid_count,streaming_mode
monash_m1_monthly,small,0.10908154717604904,1.1946840343770289,100,47.74397897720337,target,8,"['T000049', 'T000581', 'T000082', 'T000304', 'T000109', 'T000605', 'T000268', 'T000352', 'T000327', 'T000439', 'T000281', 'T000486', 'T000234', 'T000131', 'T000002', 'T000227', 'T000575', 'T000452', 'T000184', 'T000563', 'T000470', 'T000078', 'T000247', 'T000055', 'T000220', 'T000522', 'T000248', 'T000381', 'T000529', 'T000551', 'T000039', 'T000145', 'T000565', 'T000077', 'T000118', 'T000399', 'T000148', 'T000601', 'T000132', 'T000215', 'T000561', 'T000592', 'T000086', 'T000320', 'T000335', 'T000076', 'T000235', 'T000524', 'T000277', 'T000010', 'T000208', 'T000338', 'T000336', 'T000360', 'T000615', 'T000030', 'T000572', 'T000204', 'T000310', 'T000501', 'T000140', 'T000472', 'T000576', 'T000056', 'T000612', 'T000580', 'T000228', 'T000209', 'T000024', 'T000477', 'T000367', 'T000344', 'T000362', 'T000467', 'T000070', 'T000375', 'T000176', 'T000613', 'T000060', 'T000412', 'T000101', 'T000203', 'T000587', 'T000090', 'T000538', 'T000469', 'T000365', 'T000029', 'T000110', 'T000396', 'T000212', 'T000543', 'T000321', 'T000289', 'T000390', 'T000329', 'T000451', 'T000155', 'T000081', 'T000250']",0,0,False
monash_m1_quarterly,small,0.1259978784307757,2.9095357110611793,100,47.90182685852051,target,8,"['T000015', 'T000009', 'T000115', 'T000078', 'T000066', 'T000045', 'T000143', 'T000177', 'T000200', 'T000180', 'T000069', 'T000162', 'T000166', 'T000187', 'T000056', 'T000190', 'T000018', 'T000079', 'T000055', 'T000145', 'T000176', 'T000097', 'T000095', 'T000030', 'T000126', 'T000016', 'T000173', 'T000086', 'T000163', 'T000124', 'T000065', 'T000068', 'T000127', 'T000067', 'T000076', 'T000100', 'T000139', 'T000137', 'T000165', 'T000084', 'T000082', 'T000198', 'T000093', 'T000038', 'T000024', 'T000096', 'T000111', 'T000029', 'T000019', 'T000060', 'T000154', 'T000167', 'T000090', 'T000005', 'T000128', 'T000118', 'T000192', 'T000142', 'T000189', 'T000175', 'T000073', 'T000172', 'T000098', 'T000031', 'T000012', 'T000035', 'T000120', 'T000042', 'T000075', 'T000150', 'T000138', 'T000051', 'T000122', 'T000164', 'T000041', 'T000119', 'T000114', 'T000026', 'T000135', 'T000101', 'T000112', 'T000002', 'T000077', 'T000046', 'T000117', 'T000144', 'T000085', 'T000136', 'T000036', 'T000109', 'T000061', 'T000022', 'T000141', 'T000194', 'T000033', 'T000011', 'T000197', 'T000161', 'T000006', 'T000027']",0,0,False
monash_m1_yearly,very_small,0.29906186068447305,6.034472895997821,100,45.557732343673706,target,4,"['T000019', 'T000042', 'T000153', 'T000078', 'T000145', 'T000015', 'T000024', 'T000068', 'T000113', 'T000118', 'T000093', 'T000159', 'T000069', 'T000142', 'T000045', 'T000016', 'T000051', 'T000125', 'T000096', 'T000056', 'T000097', 'T000120', 'T000143', 'T000030', 'T000009', 'T000172', 'T000060', 'T000018', 'T000148', 'T000173', 'T000109', 'T000055', 'T000140', 'T000126', 'T000066', 'T000029', 'T000117', 'T000065', 'T000067', 'T000031', 'T000012', 'T000041', 'T000124', 'T000100', 'T000161', 'T000132', 'T000090', 'T000038', 'T000169', 'T000115', 'T000171', 'T000156', 'T000002', 'T000176', 'T000046', 'T000085', 'T000152', 'T000082', 'T000147', 'T000026', 'T000155', 'T000098', 'T000111', 'T000076', 'T000036', 'T000164', 'T000022', 'T000104', 'T000075', 'T000146', 'T000011', 'T000006', 'T000027', 'T000112', 'T000004', 'T000032', 'T000101', 'T000128', 'T000095', 'T000010', 'T000114', 'T000133', 'T000000', 'T000136', 'T000070', 'T000064', 'T000044', 'T000123', 'T000028', 'T000040', 'T000138', 'T000139', 'T000025', 'T000023', 'T000144', 'T000081', 'T000079', 'T000084', 'T000039', 'T000108']",0,0,False
monash_m3_monthly,small,0.05877228728831359,1.0780569175885213,100,48.17005467414856,target,8,"['T000123', 'T001189', 'T000462', 'T000351', 'T001009', 'T000665', 'T000756', 'T000527', 'T000070', 'T000554', 'T000332', 'T000994', 'T001182', 'T001066', 'T000310', 'T001306', 'T000218', 'T000078', 'T000270', 'T000051', 'T000067', 'T000370', 'T001164', 'T000629', 'T000076', 'T000344', 'T000184', 'T000798', 'T001213', 'T000862', 'T000163', 'T001097', 'T001251', 'T000736', 'T000963', 'T001214', 'T000044', 'T000198', 'T001317', 'T001138', 'T001013', 'T000852', 'T001222', 'T001092', 'T001379', 'T000339', 'T000029', 'T000901', 'T001080', 'T000382', 'T000651', 'T000049', 'T000741', 'T000613', 'T000745', 'T000814', 'T000415', 'T001276', 'T000874', 'T000812', 'T001114', 'T000806', 'T000885', 'T000824', 'T000247', 'T001063', 'T001128', 'T001320', 'T001161', 'T000813', 'T001133', 'T001047', 'T000192', 'T001205', 'T000898', 'T000843', 'T000101', 'T000764', 'T000566', 'T001383', 'T001023', 'T001169', 'T000289', 'T000599', 'T001240', 'T000354', 'T001036', 'T000231', 'T000297', 'T000839', 'T000826', 'T000993', 'T001029', 'T001149', 'T001113', 'T000497', 'T000590', 'T000043', 'T000594', 'T000358']",0,0,False
monash_m3_quarterly,small,0.0755995375988017,1.9883944702726353,100,46.775896072387695,target,8,"['T000408', 'T000097', 'T000424', 'T000584', 'T000603', 'T000078', 'T000054', 'T000109', 'T000323', 'T000499', 'T000039', 'T000357', 'T000355', 'T000544', 'T000478', 'T000333', 'T000266', 'T000450', 'T000457', 'T000534', 'T000706', 'T000679', 'T000299', 'T000464', 'T000481', 'T000432', 'T000443', 'T000324', 'T000715', 'T000174', 'T000286', 'T000218', 'T000155', 'T000120', 'T000306', 'T000314', 'T000428', 'T000746', 'T000680', 'T000723', 'T000506', 'T000571', 'T000066', 'T000247', 'T000742', 'T000433', 'T000722', 'T000199', 'T000227', 'T000752', 'T000033', 'T000346', 'T000077', 'T000656', 'T000181', 'T000477', 'T000210', 'T000486', 'T000292', 'T000010', 'T000259', 'T000081', 'T000031', 'T000582', 'T000429', 'T000576', 'T000165', 'T000620', 'T000275', 'T000673', 'T000065', 'T000712', 'T000543', 'T000196', 'T000445', 'T000264', 'T000626', 'T000265', 'T000164', 'T000076', 'T000465', 'T000072', 'T000220', 'T000597', 'T000367', 'T000063', 'T000659', 'T000550', 'T000049', 'T000360', 'T000192', 'T000101', 'T000588', 'T000613', 'T000468', 'T000007', 'T000369', 'T000023', 'T000404', 'T000751']",0,0,False
monash_m3_yearly,very_small,0.2371238877611429,4.40785288880978,100,45.8019483089447,target,4,"['T000632', 'T000592', 'T000599', 'T000291', 'T000072', 'T000643', 'T000597', 'T000396', 'T000511', 'T000174', 'T000362', 'T000177', 'T000181', 'T000081', 'T000118', 'T000319', 'T000360', 'T000155', 'T000069', 'T000010', 'T000443', 'T000063', 'T000375', 'T000054', 'T000529', 'T000628', 'T000553', 'T000404', 'T000440', 'T000031', 'T000204', 'T000055', 'T000304', 'T000265', 'T000545', 'T000208', 'T000109', 'T000367', 'T000209', 'T000446', 'T000493', 'T000286', 'T000110', 'T000076', 'T000236', 'T000002', 'T000619', 'T000574', 'T000290', 'T000530', 'T000640', 'T000090', 'T000163', 'T000300', 'T000030', 'T000426', 'T000176', 'T000363', 'T000044', 'T000101', 'T000078', 'T000248', 'T000284', 'T000221', 'T000167', 'T000569', 'T000369', 'T000338', 'T000211', 'T000275', 'T000065', 'T000557', 'T000049', 'T000641', 'T000336', 'T000039', 'T000442', 'T000158', 'T000006', 'T000256', 'T000250', 'T000165', 'T000227', 'T000620', 'T000398', 'T000145', 'T000086', 'T000585', 'T000612', 'T000598', 'T000108', 'T000417', 'T000041', 'T000296', 'T000575', 'T000056', 'T000257', 'T000133', 'T000408', 'T000444']",0,0,False
monash_nn5_weekly,large,0.1019128455161378,0.8534855063563566,100,59.87962031364441,target,20,"['NN5-079', 'NN5-011', 'NN5-005', 'NN5-085', 'NN5-065', 'NN5-069', 'NN5-031', 'NN5-046', 'NN5-097', 'NN5-012', 'NN5-080', 'NN5-081', 'NN5-001', 'NN5-082', 'NN5-019', 'NN5-071', 'NN5-057', 'NN5-073', 'NN5-110', 'NN5-043', 'NN5-013', 'NN5-037', 'NN5-066', 'NN5-027', 'NN5-023', 'NN5-032', 'NN5-048', 'NN5-077', 'NN5-016', 'NN5-045', 'NN5-090', 'NN5-091', 'NN5-010', 'NN5-034', 'NN5-056', 'NN5-070', 'NN5-029', 'NN5-041', 'NN5-006', 'NN5-054', 'NN5-063', 'NN5-040', 'NN5-036', 'NN5-017', 'NN5-105', 'NN5-035', 'NN5-068', 'NN5-008', 'NN5-044', 'NN5-067', 'NN5-074', 'NN5-028', 'NN5-020', 'NN5-089', 'NN5-094', 'NN5-026', 'NN5-009', 'NN5-102', 'NN5-050', 'NN5-014', 'NN5-078', 'NN5-025', 'NN5-004', 'NN5-018', 'NN5-039', 'NN5-086', 'NN5-007', 'NN5-106', 'NN5-096', 'NN5-092', 'NN5-055', 'NN5-051', 'NN5-099', 'NN5-047', 'NN5-084', 'NN5-062', 'NN5-108', 'NN5-101', 'NN5-042', 'NN5-059', 'NN5-049', 'NN5-095', 'NN5-058', 'NN5-076', 'NN5-033', 'NN5-104', 'NN5-060', 'NN5-064', 'NN5-109', 'NN5-038', 'NN5-030', 'NN5-098', 'NN5-002', 'NN5-053', 'NN5-022', 'NN5-003', 'NN5-024', 'NN5-088', 'NN5-100', 'NN5-075']",0,0,False
monash_pedestrian_counts,medium,0.16230043925777957,0.16039182475655248,66,42.996495723724365,target,12,"['T000054', 'T000062', 'T000000', 'T000045', 'T000005', 'T000063', 'T000016', 'T000012', 'T000065', 'T000030', 'T000033', 'T000009', 'T000041', 'T000013', 'T000034', 'T000025', 'T000003', 'T000017', 'T000040', 'T000008', 'T000006', 'T000028', 'T000004', 'T000048', 'T000036', 'T000019', 'T000056', 'T000059', 'T000058', 'T000050', 'T000031', 'T000044', 'T000064', 'T000015', 'T000027', 'T000026', 'T000024', 'T000047', 'T000011', 'T000032', 'T000061', 'T000046', 'T000037', 'T000029', 'T000043', 'T000049', 'T000001', 'T000021', 'T000002', 'T000053', 'T000039', 'T000035', 'T000052', 'T000023', 'T000055', 'T000010', 'T000022', 'T000018', 'T000057', 'T000038', 'T000020', 'T000060', 'T000007', 'T000042', 'T000014', 'T000051']",0,0,False
monash_rideshare,large,,,0,8.199844598770142,price_min,20,[],0,100,False
monash_saugeenday,small,0.9349743980067715,11.481150085640566,1,6.318754434585571,T1,8,['T000000'],0,0,False
monash_temperature_rain,small,0.07615905701258088,0.9323472194404613,72,68.50396513938904,t_mean,8,"['86038', '40861', '91293', '9968', '20062', '31210', '33002', '14404', '18217', '18195', '23878', '91292', '85072', '98017', '11003', '65111', '47048', '61078', '46012', '62101', '88109', '60141', '16090', '16096', '77094', '70217', '21133', '29038', '51161', '46128', '9053', '41359', '58077', '40211', '68241', '2056', '9193', '76031', '12071', '21131', '1006', '13011', '7045', '2064', '22049', '90175', '26021', '14198', '40764', '4083', '97080', '3003', '86338', '77010', '14015', '97072', '97083', '16097', '9789', '18116', '31209', '22823', '91311', '37034', '65103', '50137', '53115', '10905', '14948', '7185', '96033', '92123']",0,28,True
monash_tourism_monthly,small,0.14382854038507792,0.8344882101006484,100,48.01085186004639,target,8,"['T000193', 'T000033', 'T000015', 'T000310', 'T000057', 'T000183', 'T000076', 'T000119', 'T000152', 'T000126', 'T000339', 'T000039', 'T000305', 'T000055', 'T000137', 'T000301', 'T000000', 'T000275', 'T000355', 'T000101', 'T000009', 'T000165', 'T000072', 'T000253', 'T000248', 'T000195', 'T000220', 'T000292', 'T000350', 'T000362', 'T000025', 'T000108', 'T000042', 'T000353', 'T000196', 'T000114', 'T000063', 'T000022', 'T000347', 'T000332', 'T000242', 'T000346', 'T000030', 'T000298', 'T000109', 'T000234', 'T000090', 'T000056', 'T000005', 'T000045', 'T000233', 'T000344', 'T000283', 'T000262', 'T000176', 'T000338', 'T000093', 'T000003', 'T000360', 'T000077', 'T000237', 'T000364', 'T000078', 'T000046', 'T000265', 'T000073', 'T000224', 'T000124', 'T000203', 'T000082', 'T000094', 'T000192', 'T000307', 'T000211', 'T000341', 'T000202', 'T000075', 'T000084', 'T000354', 'T000016', 'T000066', 'T000271', 'T000007', 'T000113', 'T000116', 'T000324', 'T000328', 'T000255', 'T000302', 'T000110', 'T000322', 'T000060', 'T000155', 'T000261', 'T000132', 'T000222', 'T000140', 'T000017', 'T000148', 'T000024']",0,0,False
monash_tourism_quarterly,small,0.16463983619492145,0.9572809045194011,100,48.00596284866333,target,8,"['T000419', 'T000075', 'T000177', 'T000030', 'T000358', 'T000271', 'T000155', 'T000152', 'T000165', 'T000175', 'T000409', 'T000070', 'T000196', 'T000416', 'T000039', 'T000141', 'T000350', 'T000072', 'T000009', 'T000402', 'T000297', 'T000220', 'T000373', 'T000055', 'T000140', 'T000194', 'T000145', 'T000386', 'T000277', 'T000367', 'T000126', 'T000250', 'T000331', 'T000093', 'T000422', 'T000077', 'T000208', 'T000351', 'T000318', 'T000423', 'T000225', 'T000148', 'T000078', 'T000073', 'T000033', 'T000116', 'T000396', 'T000076', 'T000238', 'T000374', 'T000015', 'T000266', 'T000198', 'T000000', 'T000019', 'T000377', 'T000281', 'T000056', 'T000172', 'T000082', 'T000192', 'T000280', 'T000079', 'T000090', 'T000362', 'T000025', 'T000389', 'T000181', 'T000176', 'T000042', 'T000184', 'T000415', 'T000104', 'T000378', 'T000418', 'T000275', 'T000022', 'T000046', 'T000283', 'T000113', 'T000094', 'T000376', 'T000057', 'T000124', 'T000024', 'T000017', 'T000066', 'T000132', 'T000223', 'T000031', 'T000084', 'T000356', 'T000168', 'T000218', 'T000413', 'T000298', 'T000336', 'T000322', 'T000005', 'T000045']",0,0,False
monash_tourism_yearly,very_small,0.39863841078754964,5.462877111755657,95,44.66377091407776,target,4,"['T000176', 'T000132', 'T000006', 'T000456', 'T000311', 'T000333', 'T000072', 'T000184', 'T000154', 'T000229', 'T000304', 'T000093', 'T000101', 'T000010', 'T000448', 'T000030', 'T000185', 'T000137', 'T000195', 'T000158', 'T000375', 'T000231', 'T000298', 'T000077', 'T000384', 'T000489', 'T000408', 'T000484', 'T000398', 'T000329', 'T000009', 'T000073', 'T000487', 'T000192', 'T000247', 'T000355', 'T000507', 'T000479', 'T000140', 'T000225', 'T000414', 'T000505', 'T000227', 'T000495', 'T000510', 'T000486', 'T000063', 'T000440', 'T000424', 'T000287', 'T000244', 'T000513', 'T000002', 'T000465', 'T000395', 'T000104', 'T000090', 'T000274', 'T000173', 'T000348', 'T000068', 'T000172', 'T000033', 'T000070', 'T000076', 'T000000', 'T000011', 'T000453', 'T000022', 'T000431', 'T000368', 'T000511', 'T000296', 'T000514', 'T000245', 'T000018', 'T000177', 'T000131', 'T000277', 'T000503', 'T000039', 'T000467', 'T000046', 'T000388', 'T000204', 'T000364', 'T000402', 'T000325', 'T000124', 'T000483', 'T000499', 'T000117', 'T000069', 'T000356', 'T000302']",0,0,False
monash_traffic,medium,0.07811439417422336,0.3534402434031079,99,56.42018389701843,target,12,"['T000715', 'T000605', 'T000120', 'T000208', 'T000380', 'T000817', 'T000575', 'T000266', 'T000557', 'T000580', 'T000327', 'T000623', 'T000365', 'T000765', 'T000198', 'T000456', 'T000465', 'T000311', 'T000331', 'T000393', 'T000634', 'T000789', 'T000744', 'T000852', 'T000137', 'T000810', 'T000440', 'T000860', 'T000432', 'T000296', 'T000521', 'T000675', 'T000292', 'T000136', 'T000528', 'T000658', 'T000096', 'T000290', 'T000693', 'T000039', 'T000067', 'T000838', 'T000328', 'T000265', 'T000030', 'T000360', 'T000848', 'T000665', 'T000761', 'T000640', 'T000306', 'T000350', 'T000499', 'T000601', 'T000442', 'T000569', 'T000174', 'T000244', 'T000023', 'T000260', 'T000643', 'T000394', 'T000066', 'T000168', 'T000788', 'T000512', 'T000617', 'T000673', 'T000858', 'T000670', 'T000110', 'T000086', 'T000294', 'T000139', 'T000706', 'T000473', 'T000495', 'T000649', 'T000063', 'T000827', 'T000212', 'T000818', 'T000065', 'T000753', 'T000777', 'T000078', 'T000227', 'T000211', 'T000231', 'T000286', 'T000554', 'T000338', 'T000710', 'T000677', 'T000049', 'T000522', 'T000633', 'T000568', 'T000657']",0,1,False
nn5,very_small,,,0,8.76764988899231,target,4,[],0,100,False
solar,medium_large,,,0,140.0978124141693,power_mw,16,[],0,100,False
solar_1h,medium_large,0.38013048134795685,0.29677650553046814,100,67.00253129005432,power_mw,16,"['T001726', 'T001666', 'T004213', 'T001181', 'T003129', 'T004830', 'T000290', 'T001220', 'T003048', 'T004541', 'T003184', 'T004978', 'T003296', 'T004528', 'T004557', 'T004889', 'T001174', 'T003541', 'T004356', 'T001891', 'T003705', 'T001874', 'T000838', 'T003097', 'T003828', 'T001029', 'T004837', 'T003774', 'T002757', 'T002543', 'T002174', 'T004095', 'T000491', 'T005012', 'T000279', 'T005107', 'T001338', 'T000239', 'T001055', 'T003501', 'T000373', 'T004182', 'T003256', 'T003442', 'T003372', 'T001818', 'T003955', 'T004924', 'T002304', 'T004577', 'T000931', 'T002329', 'T001427', 'T004579', 'T000296', 'T002197', 'T005133', 'T000468', 'T005135', 'T003089', 'T003916', 'T002104', 'T003819', 'T001057', 'T002124', 'T003571', 'T000833', 'T002095', 'T004870', 'T004522', 'T000065', 'T004747', 'T003245', 'T000655', 'T004789', 'T002778', 'T003346', 'T005142', 'T004368', 'T003393', 'T001144', 'T001361', 'T001971', 'T003410', 'T000787', 'T001894', 'T003804', 'T000240', 'T003889', 'T004705', 'T002954', 'T003915', 'T003904', 'T003857', 'T001614', 'T004003', 'T003881', 'T001432', 'T000023', 'T004667']",0,0,False
taxi_1h,medium_large,0.22126828560720063,0.7162373880825942,100,54.58939576148987,target,16,"['T000952', 'T001189', 'T000582', 'T000480', 'T001607', 'T001951', 'T000610', 'T001550', 'T000670', 'T000111', 'T001029', 'T002010', 'T001070', 'T001194', 'T000239', 'T002195', 'T000056', 'T002331', 'T000707', 'T001675', 'T001622', 'T002242', 'T001797', 'T001765', 'T001514', 'T001558', 'T001882', 'T001567', 'T000479', 'T000654', 'T000630', 'T002082', 'T001341', 'T000134', 'T001943', 'T000678', 'T001702', 'T001446', 'T000188', 'T000093', 'T001041', 'T000927', 'T000759', 'T000555', 'T001490', 'T001569', 'T001867', 'T002318', 'T000443', 'T000196', 'T001068', 'T000978', 'T001900', 'T000765', 'T001535', 'T000973', 'T000857', 'T001886', 'T001269', 'T001355', 'T001583', 'T002103', 'T001125', 'T000246', 'T002392', 'T001754', 'T000282', 'T001602', 'T001547', 'T002138', 'T000211', 'T001054', 'T000618', 'T000598', 'T001967', 'T001310', 'T000974', 'T000173', 'T002134', 'T001133', 'T002113', 'T001601', 'T001242', 'T000414', 'T001036', 'T001225', 'T001387', 'T000208', 'T002141', 'T001268', 'T001750', 'T000790', 'T002076', 'T000044', 'T001477', 'T001100', 'T000836', 'T001185', 'T001719', 'T000350']",0,0,False
taxi_30min,medium_large,0.29236296736469675,0.9642478117995732,100,72.24936604499817,target,16,"['T000952', 'T001189', 'T000582', 'T000480', 'T001607', 'T001951', 'T000610', 'T001550', 'T000670', 'T000111', 'T001029', 'T002010', 'T001070', 'T001194', 'T000239', 'T002195', 'T000056', 'T002331', 'T000707', 'T001675', 'T001622', 'T002242', 'T001797', 'T001765', 'T001514', 'T001558', 'T001882', 'T001567', 'T000479', 'T000654', 'T000630', 'T002082', 'T001341', 'T000134', 'T001943', 'T000678', 'T001702', 'T001446', 'T000188', 'T000093', 'T001041', 'T000927', 'T000759', 'T000555', 'T001490', 'T001569', 'T001867', 'T002318', 'T000443', 'T000196', 'T001068', 'T000978', 'T001900', 'T000765', 'T001535', 'T000973', 'T000857', 'T001886', 'T001269', 'T001355', 'T001583', 'T002103', 'T001125', 'T000246', 'T002392', 'T001754', 'T000282', 'T001602', 'T001547', 'T002138', 'T000211', 'T001054', 'T000618', 'T000598', 'T001967', 'T001310', 'T000974', 'T000173', 'T002134', 'T001133', 'T002113', 'T001601', 'T001242', 'T000414', 'T001036', 'T001225', 'T001387', 'T000208', 'T002141', 'T001268', 'T001750', 'T000790', 'T002076', 'T000044', 'T001477', 'T001100', 'T000836', 'T001185', 'T001719', 'T000350']",0,0,False
uber_tlc_daily,medium_large,0.1413036405737028,0.7522374031697463,99,61.222538232803345,target,16,"['location_252', 'location_219', 'location_197', 'location_171', 'location_067', 'location_140', 'location_178', 'location_010', 'location_117', 'location_025', 'location_229', 'location_047', 'location_210', 'location_195', 'location_257', 'location_080', 'location_007', 'location_213', 'location_068', 'location_143', 'location_149', 'location_020', 'location_217', 'location_114', 'location_153', 'location_079', 'location_069', 'location_091', 'location_016', 'location_031', 'location_196', 'location_234', 'location_112', 'location_034', 'location_188', 'location_074', 'location_242', 'location_212', 'location_011', 'location_253', 'location_046', 'location_120', 'location_076', 'location_026', 'location_162', 'location_236', 'location_019', 'location_087', 'location_144', 'location_250', 'location_173', 'location_116', 'location_182', 'location_118', 'location_097', 'location_237', 'location_061', 'location_017', 'location_056', 'location_151', 'location_200', 'location_232', 'location_083', 'location_187', 'location_039', 'location_145', 'location_107', 'location_235', 'location_078', 'location_121', 'location_184', 'location_139', 'location_170', 'location_093', 'location_128', 'location_155', 'location_085', 'location_243', 'location_122', 'location_146', 'location_070', 'location_003', 'location_127', 'location_262', 'location_202', 'location_135', 'location_130', 'location_256', 'location_098', 'location_030', 'location_201', 'location_180', 'location_240', 'location_102', 'location_006', 'location_057', 'location_142', 'location_179', 'location_129']",0,1,False
uber_tlc_hourly,medium_large,0.36447454520823513,0.8440925838821547,96,70.59100580215454,target,16,"['location_252', 'location_219', 'location_197', 'location_171', 'location_067', 'location_140', 'location_178', 'location_010', 'location_117', 'location_025', 'location_229', 'location_047', 'location_210', 'location_195', 'location_257', 'location_080', 'location_007', 'location_213', 'location_068', 'location_143', 'location_149', 'location_020', 'location_217', 'location_114', 'location_153', 'location_079', 'location_069', 'location_091', 'location_016', 'location_031', 'location_196', 'location_234', 'location_112', 'location_034', 'location_188', 'location_074', 'location_242', 'location_212', 'location_011', 'location_253', 'location_046', 'location_120', 'location_076', 'location_026', 'location_162', 'location_236', 'location_019', 'location_087', 'location_144', 'location_250', 'location_173', 'location_116', 'location_182', 'location_118', 'location_097', 'location_237', 'location_061', 'location_017', 'location_056', 'location_151', 'location_200', 'location_232', 'location_083', 'location_039', 'location_145', 'location_107', 'location_235', 'location_078', 'location_121', 'location_184', 'location_139', 'location_170', 'location_093', 'location_128', 'location_155', 'location_085', 'location_243', 'location_122', 'location_146', 'location_070', 'location_003', 'location_127', 'location_262', 'location_202', 'location_135', 'location_130', 'location_256', 'location_098', 'location_180', 'location_240', 'location_102', 'location_006', 'location_057', 'location_142', 'location_179', 'location_129']",0,4,False
ushcn_daily,medium_large,1.3763168299980928,1.2219820285892622,1,2267.7206814289093,PRCP,16,['T000937'],0,99,True
wind_farms_daily,medium_large,1.0271273467985278,0.7033092252431087,2,8.09176254272461,target,16,"['T000326', 'T000332']",0,98,False
wind_farms_hourly,medium_large,0.5800470889102808,2.301617060841007,1,11.295580625534058,target,16,['T000326'],0,99,False
